Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,9,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,52,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,77,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,0,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,1,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,3,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,5,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,7,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,8,4,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,9,3,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,28,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,35,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,M,42,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743425,M,17,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743126,F,2,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,F,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,M,26,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,M,35,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,M,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,M,45,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743127,M,61,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743129,M,40,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - I,743166,F,39,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700110,M,62,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700113,M,26,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,F,2,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,3,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,18,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,26,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,27,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,29,1,1,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,30,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,33,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,35,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,41,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,700121,M,54,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barrackpur - II,743122,M,54,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Basirhat - II,743293,M,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Basirhat - II,743437,M,39,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,F,28,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,F,76,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,13,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,16,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,30,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,46,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,49,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Belgharia,700056,M,62,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bhatpara,743123,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bhatpara,743123,M,31,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743235,F,59,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743235,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743235,M,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743251,F,34,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743251,M,31,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743251,M,37,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bongaon,743251,M,45,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743423,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743423,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743423,M,25,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743423,M,44,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743424,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743424,M,1,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743424,M,4,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743424,M,29,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743424,M,56,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743438,M,4,0,1,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743438,M,7,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deganga,743438,M,9,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,13,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,33,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,37,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,43,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,44,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,52,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Deshbandhunagar,700159,M,64,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Dhapa,700105,F,37,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Gaighata,743245,M,14,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743126,F,2,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743233,M,67,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743252,M,46,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743263,F,4,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743263,M,13,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743271,F,34,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743271,M,33,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743271,M,38,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743271,M,64,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,F,24,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,F,25,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,F,35,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,F,77,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,5,11,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,6,3,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,7,2,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,8,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,9,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,10,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,16,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,17,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,19,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,25,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,36,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,41,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,48,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,52,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,60,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743289,M,61,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743329,F,0,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743329,F,3,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - I,743442,F,0,2,1,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743221,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,F,6,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,F,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,F,29,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,6,4,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,7,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,11,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,22,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,44,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743222,M,67,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,F,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,32,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,70,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,72,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743234,M,77,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743272,M,26,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743702,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743702,M,10,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743702,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743704,M,35,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743711,F,29,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743711,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743711,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Habra - II,743711,M,41,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Halishahar,743134,M,56,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,0,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,1,5,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,2,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,3,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,4,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,5,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,6,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,19,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,22,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,F,34,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,5,3,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,7,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,14,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,21,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,23,1,1,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,27,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,30,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743425,M,57,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743445,F,1,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743445,M,22,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743502,F,1,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743502,F,4,3,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Haroa,743502,M,20,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,F,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,F,72,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,3,1,1,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,5,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,17,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,20,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,23,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,25,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,27,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,28,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,30,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,32,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,33,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743426,M,44,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743429,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hasnabad,743456,F,0,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,F,5,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,F,10,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,F,25,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,0,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,3,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,5,7,0,0,7
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,6,5,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,7,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,10,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,22,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,24,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743435,M,34,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,0,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,1,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,5,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,6,2,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,9,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,13,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,27,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Hingalganj,743439,F,63,1,0,0,1
